"collect_filePath","publication_id"
"files/twitter/melenchon/tweets.xlsx","811ccc12-bff3-432e-9666-665c37efd36c"
"files/twitter/zemmour/2022-02-20-zemmour.xlsx","20407355-1f22-464d-b3c4-2bccdede6e62"
"files/twitter/melenchon/2022-03-24-melenchon.xlsx","b22b7434-665c-43a7-b07d-1118ec2bddde"
"files/twitter/macron/2022-04-13-macron.xlsx","4fc687b3-c351-4a6d-bc3a-8031ea9294cc"
"files/twitter/jadot/2022-04-04-jadot.xlsx","0329bf86-a6fa-490b-bce8-f07ef805e974"
"files/twitter/roussel/tweets.xlsx","b802037b-1ccb-477c-834d-405831d92864"
"files/twitter/macron/2022-04-13-macron.xlsx","02b86e1a-b716-4534-9c11-1e4bda2cebd2"
"files/twitter/roussel/2022-03-23-roussel.xlsx","0e1601a6-36f9-4d8f-a658-3d5a1df940c2"
"files/twitter/melenchon/2022-03-25-melenchon.xlsx","e38ac768-d0fb-4d99-ba99-264e4158339c"
"files/twitter/zemmour/2022-04-06-zemmour.xlsx","af9f4111-9eea-42d8-a086-dfdb983de6ed"
"files/twitter/lePen/2022-03-03-lepen.xlsx","7b626fb4-2bdc-41a6-bb21-f98b3f0ca6d5"
"files/twitter/2022-03-24-elysee.xlsx","7e0289cb-f968-4802-baf2-796a86760013"
"files/twitter/2022-03-28-grandoral.xlsx","e8afbbe1-0981-489a-b2c5-8c5add2b2289"
"files/twitter/zemmour/2022-03-24-zemmour.xlsx","2cd00938-b206-45d3-9a96-509dd01f304f"
"files/twitter/roussel/2022-03-23-roussel.xlsx","535e18c3-720c-406f-9876-a5ca43da6674"
"files/twitter/2022-03-29-comptearebours.xlsx","86ff6f8f-096a-452a-a4e8-76a2b2663447"
"files/twitter/jadot/2022-03-17-jadot.xlsx","c46651c7-d404-4b21-afd3-bb099c79faba"
"files/twitter/zemmour/2022-02-20-zemmour.xlsx","73b2458f-7f2f-4957-8ba9-760f68f2d65e"
"files/twitter/macron/2022-04-06-macron.xlsx","e7e164c4-5c94-4a16-be1b-33b104391a96"
"files/twitter/poutou/2022-04-03-poutou.xlsx","64bbca94-32ef-4b55-9b91-a9734c30edfe"
"files/twitter/#zemmourvsmelenchon-#faceababa-2022-01-27.xlsx","929ea7dc-6180-4701-8efe-f7ecc1a68889"
"files/twitter/macron/2022-04-13-macron.xlsx","28d25b2a-3f16-4b58-bafd-c987127c7872"
"files/twitter/melenchon/tweets.xlsx","3fbdb605-8352-41d7-b508-08ca51ddec44"
"files/twitter/jadot/2022-02-17-jadot.xlsx","e28e079a-1f2c-4929-b6dd-1ddc77ade9d4"
"files/twitter/poutou/2022-04-03-poutou10mn.xlsx","1f69f77e-5f14-415b-bb67-842ab423549b"
"files/twitter/#zemmourvsmelenchon-#faceababa-2022-01-27.xlsx","4b13a42f-c130-4e37-be62-0f82f31a6ede"
"files/twitter/lePen/2022-04-18-lepen.xlsx","9572f465-7eb5-45d9-8304-9b283b74b681"
"files/twitter/#zemmourvsmelenchon-#faceababa-2022-01-27.xlsx","b88082d9-44d4-42d2-b595-2bce70374af6"
"files/twitter/#zemmourvsmelenchon-#faceababa-2022-01-27.xlsx","daea92f2-f83c-4ff3-a213-fb09f50bde8b"
"files/twitter/roussel/2022-03-23-roussel.xlsx","d76ef83c-3b76-4ec6-9b93-0f137c65ed37"
"files/twitter/2022-03-07-faceauxfrancaises.xlsx","d61a1a19-5fc7-4396-b556-f8bd311eab04"
"files/twitter/2022-03-07-faceauxfrancaises.xlsx","571cc3c8-685a-4152-96ae-455300c8f4c7"
"files/twitter/pecresse/2022-03-23-pecresse.xlsx","eac710f1-d2f3-4224-a0e6-f1f4a0e2c4e8"
"files/twitter/2022-03-28-grandoral.xlsx","8f689603-2539-4dca-b45d-35f26d3fa1b5"
"files/twitter/jadot/2022-02-17-jadot.xlsx","27389a77-a765-4881-8132-4413853daf83"
"files/twitter/melenchon/tweets.xlsx","cf2d89a2-ec97-416d-ab53-f2956d2a822a"
"files/twitter/macron/2022-04-13-macron.xlsx","b5214638-798f-45fc-990e-20f34c9efa58"
"files/twitter/jadot/2022-03-22-jadot.xlsx","aa5f06cb-9d8d-418c-b8dd-5e8abc3ae947"
"files/twitter/melenchon/2022-03-24-melenchon.xlsx","f5b6cdbb-bfa4-48f9-95fc-59877315939f"
"files/twitter/pecresse/2022-02-22-pecresse.xlsx","0df522bb-eb02-466b-ab5c-770d0724aeaa"
"files/twitter/pecresse/2022-03-16-pecresse.xlsx","bb5c22cf-3c22-409d-b6b1-a10f0a5bd6a9"
"files/twitter/melenchon/tweets.xlsx","f13827f9-4cd7-4aa7-b0bc-d9848500c4d8"
"files/twitter/2022-03-07-faceauxfrancaises.xlsx","9b906912-5716-4ed4-9785-2d23206b97fa"
"files/twitter/roussel/2022-03-23-roussel.xlsx","703dd2ce-f094-4df8-bbf8-6fd58e20a507"
"files/twitter/2022-03-28-grandoral.xlsx","8a2efe16-ad22-4c0c-b02f-6f56b563757b"
"files/twitter/pecresse/2022-03-23-pecresse.xlsx","95d113bf-f0cb-442b-a617-b40c94cc0d9e"
"files/twitter/2022-03-24-elysee.xlsx","c6fc876b-7c8b-494e-9062-ce50deeadaa0"
"files/twitter/2022-03-24-elysee.xlsx","835279f8-bd16-40ff-a07a-85b031c5282e"
"files/twitter/zemmour/2022-02-20-zemmour.xlsx","9c72ed5c-b10b-44cc-9155-7746cbcea032"
"files/twitter/lePen/2022-04-18-lepen.xlsx","6b5a3f89-7b16-4a35-a6c1-d16d240535cf"
